monthly_bill_amount,contract_length_months,service_calls_last_3_months,service_issues_last_3_months,total_services_subscribed,months_as_customer,avg_monthly_usage_gb,churn_status
114.25,6,1,2,5,71,443.9,No
122.71,12,3,1,5,50,119.7,No
119.92,24,1,2,3,13,21.3,No
144.41,1,1,0,2,73,103.6,No
126.1,24,2,1,4,14,401.5,Yes
54.88,6,2,1,2,82,183.7,No
50.07,6,3,1,1,63,491.4,Yes
51.47,6,1,0,4,100,371.9,No
47.68,12,1,1,4,67,493.5,No
47.07,1,2,3,1,93,499.1,No
141.49,24,3,2,3,93,355.1,No
143.72,6,1,2,5,16,357.4,No
31.68,12,1,0,2,113,227.1,No
28.33,24,3,2,5,61,160.1,No
131.41,12,4,2,2,3,210.4,No
93.29,24,1,1,1,30,267.2,No
47.5,6,1,1,1,30,259.3,No
80.04,1,0,0,5,8,425.8,Yes
29.59,6,0,3,4,83,34.5,Yes
147.69,6,0,2,1,55,183.2,No
38.19,1,0,1,1,10,69.7,Yes
124.85,12,2,0,3,91,176.7,No
144.56,12,3,2,2,103,309.4,No
112.43,6,2,3,1,77,94.0,Yes
31.51,6,1,1,4,24,273.9,Yes
96.7,1,1,1,2,12,247.8,No
36.8,6,3,0,1,118,442.6,Yes
132.7,24,1,0,3,70,205.1,No
107.47,1,1,2,2,6,123.9,No
142.47,1,1,3,3,11,419.6,No
38.97,1,0,2,4,15,83.3,No
78.98,12,0,4,1,40,313.0,No
90.66,6,1,0,5,48,417.5,Yes
34.08,12,2,0,1,102,113.9,No
108.0,24,1,0,4,60,391.1,No
93.64,1,1,0,5,34,123.6,No
65.25,24,3,1,5,7,103.2,No
73.68,12,3,1,4,101,134.3,No
123.51,12,1,2,1,93,131.5,No
66.33,24,3,1,3,118,488.7,No
146.44,6,2,3,1,28,206.6,No
139.36,6,2,1,5,1,176.0,No
30.15,24,5,0,4,116,210.4,Yes
130.81,6,0,0,1,45,175.0,No
107.59,24,0,1,3,101,338.6,Yes
27.19,12,0,3,3,3,192.7,Yes
144.2,12,3,1,2,74,412.1,No
128.35,1,0,0,3,8,331.8,No
128.25,6,2,2,4,88,488.7,No
139.03,6,1,1,5,110,76.8,Yes
139.74,6,1,0,3,84,121.6,No
48.48,12,2,0,2,90,363.6,Yes
141.86,12,1,0,1,80,467.8,Yes
26.23,12,3,0,3,73,272.6,No
134.59,6,0,0,5,21,250.4,No
79.37,12,3,1,3,25,328.3,No
128.05,6,3,1,2,87,122.1,No
55.5,6,2,0,4,11,160.4,Yes
118.13,12,3,0,4,36,29.3,No
124.61,1,0,1,5,116,154.3,No
30.52,24,4,0,3,55,378.6,No
138.87,12,0,1,3,51,96.8,No
126.24,6,2,0,3,115,422.4,Yes
97.41,12,0,1,1,96,70.0,No
112.03,12,0,0,4,43,151.8,No
64.96,24,3,0,4,78,187.9,No
81.17,12,0,1,3,33,352.1,No
39.16,12,3,1,3,97,287.6,Yes
84.99,6,2,0,5,103,212.7,Yes
121.77,6,1,0,1,83,296.3,No
92.59,1,3,1,4,34,477.5,No
37.35,12,0,0,1,15,220.0,No
127.84,12,1,3,3,91,371.7,No
115.94,1,2,0,4,6,230.7,Yes
24.86,6,0,0,3,14,35.0,No
124.63,1,2,0,2,97,1.1,Yes
132.48,12,1,0,4,98,491.7,No
86.61,6,1,3,5,29,485.9,No
69.22,12,0,0,1,113,318.3,No
30.85,6,1,3,5,41,30.3,No
127.68,24,2,0,1,28,327.0,No
20.48,12,2,0,3,32,481.6,No
64.65,6,1,0,5,12,32.1,No
62.61,1,2,0,5,29,51.1,No
138.56,12,1,2,4,37,139.9,No
78.41,6,4,2,5,99,24.7,Yes
135.53,1,4,2,4,14,104.5,No
31.61,12,2,2,4,84,219.9,Yes
129.99,1,3,2,1,81,324.7,Yes
99.61,6,3,2,1,86,143.9,No
89.93,6,0,1,1,26,186.2,No
59.77,12,1,1,4,105,68.9,No
83.75,6,3,1,4,101,482.4,No
55.55,6,0,0,2,31,183.7,No
79.26,1,2,2,3,78,361.0,No
119.95,6,1,2,2,99,54.5,Yes
101.31,1,2,0,2,51,107.3,No
108.47,6,0,0,5,69,432.4,Yes
135.99,6,2,2,1,62,498.3,Yes
26.88,1,3,1,2,50,13.5,No
45.86,1,3,0,2,39,102.2,No
114.15,24,3,0,1,42,116.2,No
73.07,6,1,2,3,113,100.2,No
104.53,12,0,0,4,35,155.9,No
136.71,24,0,1,3,50,25.2,No
115.68,1,2,2,3,31,115.3,No
141.31,12,1,0,2,111,387.8,No
39.75,24,2,1,4,65,483.3,No
118.36,24,0,0,3,44,388.8,No
111.34,6,1,0,4,89,136.3,Yes
20.98,6,1,5,4,59,461.0,No
25.59,24,2,1,5,40,145.5,No
24.39,12,3,0,1,22,249.6,Yes
88.59,24,3,1,5,106,356.5,No
120.95,12,1,1,4,64,82.2,No
72.7,12,0,0,3,52,42.2,No
20.42,6,2,1,4,36,476.3,No
42.74,6,2,1,5,80,235.5,No
143.31,12,1,0,2,12,355.7,No
51.81,24,1,1,4,54,143.1,Yes
130.94,1,3,0,2,52,262.5,Yes
68.15,24,0,1,2,117,142.8,No
87.77,12,1,0,3,27,239.7,No
83.67,12,3,1,5,89,317.5,Yes
37.48,12,0,2,3,43,299.4,Yes
67.6,24,3,0,4,115,132.9,No
149.95,6,0,1,1,25,331.2,Yes
93.34,12,1,1,1,87,279.4,No
80.48,1,0,2,4,83,421.3,No
91.39,12,1,0,5,53,342.2,No
54.19,12,2,3,5,19,32.4,No
93.63,12,2,0,5,101,230.1,No
114.68,24,2,2,3,5,357.6,Yes
33.74,24,1,0,4,108,96.4,No
56.2,6,3,0,4,64,421.1,No
47.16,12,2,0,4,56,412.9,No
116.83,6,1,1,1,109,350.1,No
141.64,6,1,1,2,110,95.1,No
75.21,12,3,1,5,8,61.4,No
102.32,6,4,0,4,102,183.1,No
24.06,6,1,1,1,91,391.0,No
37.09,1,3,1,2,114,186.8,No
69.98,1,3,0,5,52,183.4,No
106.37,24,2,2,5,108,216.7,No
103.24,1,0,0,1,43,181.0,No
44.98,24,0,0,1,105,19.5,Yes
37.28,12,0,1,5,73,100.5,No
141.95,6,3,0,5,53,228.0,Yes
66.2,6,0,0,2,77,2.7,No
79.86,1,3,2,3,105,215.1,Yes
32.4,24,1,1,5,70,434.8,No
138.33,12,1,2,3,81,399.7,Yes
106.84,1,2,0,3,90,142.0,No
86.3,1,4,0,2,61,270.5,Yes
76.06,24,4,0,2,58,355.8,No
26.69,6,1,1,4,75,137.5,No
47.86,6,0,1,3,90,362.1,No
131.29,12,0,2,4,94,373.9,No
100.89,12,1,1,2,35,464.9,No
45.2,6,2,1,2,49,428.8,No
44.6,6,5,0,2,43,392.1,No
65.52,24,1,2,4,83,317.0,Yes
99.99,6,2,3,2,69,302.1,Yes
90.51,1,1,1,2,39,340.8,No
88.51,12,4,0,1,13,129.9,No
132.96,24,2,2,1,19,176.1,Yes
131.96,1,2,2,4,107,149.7,No
129.88,1,2,0,4,111,500.0,Yes
111.32,6,3,1,5,36,321.5,No
71.02,12,0,1,2,58,253.1,No
55.01,6,3,3,4,93,333.8,No
144.24,24,3,1,4,111,80.3,No
25.89,6,2,1,3,56,405.9,No
100.39,12,0,3,2,106,33.8,No
130.0,1,3,0,3,95,95.5,No
55.35,12,2,2,1,84,115.4,Yes
147.24,24,2,0,3,77,155.7,No
135.17,12,0,1,5,48,211.0,Yes
45.91,12,0,1,1,58,340.6,No
55.14,6,1,0,5,88,203.9,No
136.65,12,1,0,4,100,97.8,No
34.2,6,1,1,4,3,326.3,No
44.5,6,1,0,2,97,241.1,No
99.11,12,1,0,4,25,263.6,No
39.11,12,1,2,1,2,248.9,No
94.43,24,1,1,2,30,479.7,No
94.82,6,0,0,3,99,361.5,No
97.53,24,4,1,5,35,124.1,No
52.59,12,1,0,5,116,201.6,No
126.74,1,0,0,5,104,27.4,No
146.16,12,0,2,2,28,385.6,Yes
56.13,12,0,1,5,1,17.0,No
132.51,1,1,3,3,26,284.5,No
58.1,1,2,0,2,37,130.7,Yes
65.36,24,2,0,4,25,456.6,No
122.11,6,4,0,5,44,168.1,Yes
37.85,24,4,2,2,32,316.1,No
28.03,6,0,2,3,104,94.5,No
70.26,12,0,2,2,83,228.6,No
36.86,6,2,1,1,89,35.4,No
30.34,24,2,0,2,74,137.5,Yes
96.53,12,0,0,5,17,152.1,No
43.92,6,3,0,3,103,403.7,Yes
59.12,12,1,1,1,3,459.9,No
114.78,12,0,3,3,50,434.2,No
32.09,1,2,2,2,31,288.8,No
149.22,12,0,0,4,7,12.1,No
60.14,1,2,0,4,94,427.5,Yes
90.93,12,1,1,2,77,282.2,Yes
122.94,1,5,1,5,36,307.7,Yes
50.81,24,1,0,3,95,56.5,No
64.35,12,2,0,4,13,222.1,No
46.81,24,1,0,4,46,269.0,No
69.22,1,4,1,2,112,135.7,Yes
115.54,6,1,0,4,110,397.0,No
112.88,6,1,1,1,93,382.2,No
43.66,1,0,0,2,58,495.7,No
82.0,6,2,2,4,4,407.4,No
109.47,6,1,2,1,114,254.1,No
115.96,1,0,1,2,52,236.5,No
102.68,6,2,2,1,102,258.1,Yes
45.33,6,1,3,3,10,226.1,No
132.85,12,3,1,3,98,199.6,No
57.5,6,0,1,3,66,471.5,No
68.09,24,4,2,4,53,306.7,No
92.6,6,1,1,1,11,205.3,Yes
131.72,24,0,0,4,15,344.8,Yes
104.45,1,5,1,2,47,497.6,No
111.22,6,0,0,2,119,370.7,Yes
48.13,1,2,0,4,94,372.4,Yes
65.83,12,2,0,2,27,488.8,Yes
37.8,24,1,0,1,22,46.4,Yes
115.8,12,0,0,1,52,171.0,Yes
143.34,12,0,1,2,45,478.3,No
115.53,12,5,2,2,92,182.7,No
36.21,6,4,0,2,114,262.6,No
110.14,24,5,1,5,78,281.9,No
76.32,24,2,0,1,117,184.9,No
31.97,12,2,3,5,63,305.8,Yes
149.93,24,2,0,5,28,342.1,No
114.14,24,2,2,2,114,267.6,Yes
100.92,6,3,1,5,28,209.9,No
133.5,24,3,0,4,93,478.8,Yes
62.29,1,3,0,3,114,118.8,No
106.69,12,0,1,2,56,151.1,No
80.88,24,2,0,1,82,270.3,No
36.11,12,4,2,3,22,77.3,Yes
90.34,6,0,0,5,18,30.7,Yes
102.15,24,3,3,2,73,304.4,No
81.52,6,3,2,5,27,335.0,No
36.29,24,2,2,5,42,270.9,No
29.79,12,0,0,2,46,66.2,No
106.43,1,3,0,1,83,362.6,Yes
128.93,6,2,1,1,2,419.0,Yes
140.13,12,0,0,2,55,378.0,No
70.46,24,0,0,5,25,217.9,No
141.98,24,1,2,5,10,130.4,No
126.57,12,4,1,5,82,352.1,No
75.13,1,3,0,1,99,465.3,Yes
72.82,1,0,1,2,89,4.2,No
63.35,6,0,2,4,66,307.1,No
28.99,1,1,0,2,68,327.4,No
21.26,24,1,1,2,90,9.8,No
51.91,12,1,1,4,24,56.9,No
53.1,12,4,2,4,101,352.8,No
114.86,6,1,1,2,13,422.8,No
40.46,12,2,1,2,65,106.6,No
110.01,1,3,2,2,40,436.9,Yes
114.94,6,1,1,3,72,310.7,Yes
79.76,24,0,1,3,81,361.7,No
35.29,6,0,1,3,118,305.8,No
113.54,1,4,2,3,39,394.4,No
138.77,6,0,1,2,54,72.6,No
67.6,12,2,1,4,97,455.3,Yes
118.64,12,1,2,3,81,247.1,No
116.45,1,2,3,2,36,227.0,No
27.03,24,3,3,5,116,441.9,Yes
27.24,24,2,0,4,46,186.8,Yes
107.96,1,0,0,2,86,292.6,No
128.02,6,0,1,2,35,6.6,No
139.67,12,1,2,4,49,328.4,No
38.42,6,2,1,5,58,204.2,No
95.84,6,4,0,5,103,452.1,Yes
56.67,24,2,1,5,30,7.8,No
48.95,6,2,0,3,10,292.3,No
115.99,24,3,3,5,22,328.7,Yes
73.71,6,1,0,2,74,400.1,No
76.9,12,2,0,2,11,231.6,No
129.77,24,0,2,5,12,491.3,No
51.03,12,0,0,2,41,420.4,No
88.68,6,3,1,3,72,470.3,No
127.6,6,2,1,2,109,342.2,Yes
37.15,6,3,1,1,43,426.9,No
97.5,12,2,0,4,31,33.8,Yes
128.83,12,0,1,1,62,158.3,No
119.38,1,1,2,2,90,408.1,No
134.98,6,1,1,5,15,459.2,Yes
24.23,12,0,3,4,68,479.1,No
109.89,12,0,0,4,53,258.6,No
46.51,6,1,1,4,101,337.0,No
92.41,12,3,0,3,83,393.3,No
120.72,1,0,0,3,45,494.3,Yes
74.62,1,1,3,4,6,397.6,No
111.55,6,1,1,3,94,104.2,No
129.25,6,0,0,4,118,473.0,Yes
142.94,12,0,5,4,110,266.7,No
90.86,12,0,0,5,43,79.4,Yes
61.09,1,1,0,2,17,380.1,Yes
70.7,12,2,0,4,52,115.7,Yes
132.53,6,1,0,1,102,417.0,No
51.24,6,1,0,4,40,214.1,Yes
134.82,12,1,1,3,17,290.4,No
27.52,12,0,1,3,45,70.1,No
146.27,1,2,3,3,83,8.6,No
35.48,6,0,0,2,97,104.1,No
134.84,6,4,1,4,5,43.8,Yes
90.3,6,2,1,5,20,25.9,No
92.97,6,0,1,5,23,395.3,Yes
147.49,24,0,1,1,104,348.1,No
143.68,6,2,2,1,90,254.2,No
123.82,12,1,2,4,13,406.6,No
104.71,1,1,0,2,16,291.8,No
108.1,1,0,2,4,88,308.6,No
37.35,12,4,0,3,94,69.8,No
80.76,6,1,1,2,86,499.1,Yes
75.79,6,2,0,5,5,79.6,No
33.25,6,1,1,1,25,13.1,No
21.47,6,0,0,1,57,248.4,Yes
22.11,1,1,1,1,18,478.2,No
115.87,6,4,2,2,22,387.3,No
78.17,24,0,0,1,96,435.4,Yes
83.77,1,1,1,4,118,41.0,No
52.96,1,4,1,5,102,258.0,No
90.31,1,1,0,1,54,339.7,No
36.54,12,2,0,1,8,392.0,No
41.26,12,4,0,2,93,320.8,No
126.29,24,4,1,5,23,294.0,No
23.57,6,1,0,1,87,321.2,No
139.08,1,1,1,1,24,77.7,No
63.96,12,1,0,5,111,374.0,No
141.18,1,1,1,5,108,428.0,No
28.28,12,2,2,4,101,497.4,No
60.65,1,0,0,3,51,31.9,No
97.11,6,1,1,3,94,259.1,Yes
141.91,12,4,4,2,118,127.2,No
31.7,12,1,0,2,101,49.3,No
125.2,12,2,1,2,8,499.9,Yes
99.69,6,2,0,3,101,326.8,Yes
103.2,12,2,1,3,84,32.7,No
149.0,12,3,1,5,57,260.3,No
61.74,6,1,0,4,28,266.1,No
66.82,12,2,2,1,45,63.8,Yes
89.66,1,1,0,1,87,179.4,No
101.26,12,1,2,5,70,44.0,No
60.53,6,2,1,2,44,441.9,Yes
111.82,6,1,1,4,63,2.8,No
30.68,6,0,0,3,86,92.9,Yes
45.32,6,4,1,3,93,121.0,Yes
21.72,24,2,0,5,2,349.5,No
117.45,1,2,2,2,89,426.7,No
143.23,12,0,1,3,99,415.6,No
119.93,6,1,2,1,60,94.0,Yes
42.47,12,2,0,4,111,357.0,No
56.9,6,2,0,1,76,357.5,No
107.25,24,1,0,5,111,147.4,No
60.23,1,1,1,5,60,450.5,No
72.89,12,1,1,1,92,99.4,No
53.25,1,2,1,1,8,443.8,No
89.45,1,2,3,2,50,122.2,No
133.03,1,0,1,5,8,445.3,Yes
51.16,24,4,2,2,106,27.5,No
88.84,12,2,1,1,111,466.9,No
106.45,1,3,2,4,114,9.1,Yes
20.85,24,3,0,2,90,325.4,Yes
52.89,24,2,2,2,74,44.3,No
93.74,24,4,1,4,26,256.2,Yes
127.28,1,2,0,3,83,403.6,Yes
49.63,12,0,1,4,46,355.7,No
136.85,1,3,2,4,3,382.5,No
127.19,6,2,1,5,45,99.8,Yes
71.23,24,0,0,2,7,197.0,No
125.75,12,1,1,5,115,393.2,No
130.4,12,1,1,4,53,49.1,No
56.62,24,1,1,2,79,24.1,No
34.97,1,0,0,5,61,399.9,No
33.12,12,1,0,1,92,36.2,No
134.5,1,0,0,4,83,252.1,Yes
84.27,6,4,0,2,96,21.2,Yes
107.29,24,0,1,2,18,388.2,No
70.71,1,1,0,4,114,126.4,No
121.43,12,1,1,5,104,81.2,Yes
127.15,24,2,2,5,14,143.0,Yes
136.03,6,0,0,4,20,266.9,No
103.43,24,0,0,4,28,22.0,Yes
135.98,12,1,2,5,54,347.6,No
132.69,1,2,1,3,90,28.2,Yes
55.31,12,4,4,3,53,474.2,Yes
96.51,6,1,1,4,82,239.0,No
54.08,1,1,1,1,98,439.0,No
102.92,24,0,2,1,76,83.1,No
136.63,24,2,0,3,57,309.0,No
82.81,12,0,2,3,92,279.5,No
127.19,24,2,1,2,103,437.9,No
22.22,24,0,2,1,27,475.7,No
132.73,1,2,0,1,97,387.2,Yes
142.75,1,2,0,5,113,469.3,Yes
60.74,24,1,0,1,20,194.2,No
112.25,12,0,0,2,115,217.7,No
126.5,6,1,2,2,74,431.5,No
36.15,1,0,0,1,59,97.8,No
73.88,1,6,3,2,60,149.8,Yes
46.86,12,1,1,1,55,361.9,No
117.05,1,2,1,5,64,53.2,No
72.77,6,4,2,2,27,216.5,No
20.02,1,4,5,5,86,371.4,No
54.14,12,2,2,5,52,135.4,No
46.43,12,1,2,3,19,26.1,No
29.72,6,4,2,3,36,410.1,No
89.01,6,2,2,3,31,372.3,No
63.8,12,1,0,3,97,43.1,No
48.46,1,4,0,1,113,128.8,No
141.77,12,3,1,3,35,475.8,Yes
62.09,24,1,0,1,101,360.6,No
36.6,6,0,2,3,8,439.9,No
88.01,12,2,0,4,41,75.8,No
136.0,6,1,0,5,52,17.8,No
121.13,12,0,0,3,7,345.7,Yes
39.26,12,1,1,2,43,492.2,No
58.87,6,2,0,5,97,73.6,Yes
50.83,1,3,1,4,10,438.5,Yes
140.59,12,2,0,5,22,393.0,No
56.31,24,1,3,5,16,416.5,Yes
42.02,6,3,1,2,78,34.9,Yes
79.17,1,3,1,3,52,441.2,No
99.53,6,1,1,4,38,441.1,Yes
40.61,12,1,1,2,57,475.8,No
23.19,6,1,1,2,58,63.0,No
32.32,6,2,1,3,63,267.6,No
104.62,24,2,0,1,100,172.0,Yes
41.25,12,1,1,3,33,283.5,No
53.65,24,1,0,1,25,105.7,No
107.84,24,2,1,4,79,65.2,No
133.28,12,0,1,4,19,351.6,No
143.85,1,3,0,1,73,487.5,No
69.87,12,0,0,5,114,238.3,Yes
49.43,1,3,1,1,45,228.4,Yes
116.09,12,1,1,4,19,93.9,No
112.62,1,3,0,3,59,82.4,No
146.67,6,1,2,4,10,368.3,Yes
32.73,12,0,2,3,67,466.5,No
134.16,24,2,1,2,5,112.7,Yes
42.84,24,1,1,2,88,459.9,No
117.15,1,1,0,5,94,17.0,No
149.41,24,2,3,4,28,331.8,Yes
50.13,6,0,2,5,113,302.0,No
116.48,6,0,1,3,64,195.5,Yes
120.64,24,3,1,5,96,165.3,Yes
56.52,24,4,0,3,9,310.8,No
139.76,12,6,0,3,78,418.2,No
29.06,12,3,0,5,73,284.0,Yes
49.75,6,3,1,5,93,452.6,No
58.3,1,3,3,1,50,60.1,No
31.71,12,3,1,3,79,404.3,No
51.88,6,3,0,1,66,174.2,No
122.33,24,3,2,5,71,336.6,No
54.74,12,1,1,3,25,210.9,Yes
85.86,12,2,3,5,33,416.7,No
37.6,24,2,0,2,29,83.3,Yes
96.92,1,1,1,4,91,410.3,No
99.41,12,1,1,5,103,222.8,No
48.37,24,0,1,2,17,467.4,Yes
29.7,24,2,2,2,78,497.0,No
111.23,6,3,0,3,1,56.3,Yes
102.35,12,0,3,2,34,190.4,No
82.69,12,2,0,1,86,333.6,No
136.4,12,2,1,1,91,173.1,No
147.05,12,2,2,3,51,406.3,No
115.21,12,2,0,5,108,312.2,No
145.1,12,0,2,3,52,218.6,Yes
39.13,6,0,0,4,80,253.8,Yes
40.74,12,2,0,4,104,150.1,Yes
149.88,12,0,1,3,3,476.1,Yes
68.95,6,3,0,1,75,314.0,No
92.73,6,2,1,2,81,369.1,No
142.82,12,5,2,5,91,358.0,No
98.52,6,2,1,1,117,354.9,Yes
133.11,6,0,2,2,26,239.8,No
111.95,12,1,1,5,90,63.6,No
131.26,1,1,0,2,44,160.7,Yes
81.14,6,2,1,1,71,356.3,No
143.42,1,3,3,1,46,125.8,No
36.28,12,0,1,3,42,475.7,Yes
125.0,1,2,2,2,35,279.8,No
50.59,6,0,1,2,44,229.7,Yes
100.45,12,3,1,4,96,241.2,No
120.91,24,1,0,3,47,470.5,No
111.13,6,2,1,1,74,422.2,Yes
77.15,24,0,1,4,89,209.8,Yes
140.95,6,3,1,5,23,120.2,No
41.04,24,3,0,4,46,338.2,No
113.6,12,3,1,2,41,199.2,Yes
52.91,12,3,2,3,21,255.5,No
109.44,6,2,2,3,43,189.2,No
44.78,12,1,2,3,3,183.9,No
26.21,6,1,0,4,100,242.5,No
122.02,12,3,2,4,19,411.1,No
126.27,12,2,0,2,92,11.3,No
41.12,6,0,0,3,58,273.4,No
124.92,12,4,1,3,62,199.3,Yes
62.65,6,3,0,3,4,161.1,No
94.25,6,1,0,2,39,452.6,No
98.24,12,0,2,1,31,299.2,No
138.77,24,2,1,3,93,109.0,No
94.13,6,1,0,5,20,91.5,No
132.96,6,1,1,3,30,418.4,No
74.8,6,2,0,2,60,274.8,No
104.91,1,1,1,1,84,120.1,No
44.89,12,1,0,3,28,260.3,Yes
112.59,6,1,3,4,117,75.2,No
140.61,1,0,1,4,43,8.1,No
75.53,12,0,0,4,34,220.8,No
104.15,1,2,1,5,105,159.2,Yes
90.76,12,2,1,1,115,78.2,No
21.89,6,1,2,5,91,404.8,No
138.01,12,1,1,4,4,298.9,No
125.21,6,1,3,4,31,430.5,Yes
74.01,12,0,1,2,30,230.1,Yes
31.83,1,1,1,5,33,166.5,No
65.71,24,0,1,2,88,454.6,Yes
88.33,24,1,2,2,9,377.0,No
51.74,6,3,2,5,101,281.0,No
128.23,6,0,0,4,78,472.7,Yes
58.41,24,4,2,1,47,260.0,No
46.64,6,0,1,5,29,176.7,Yes
42.47,12,0,0,4,86,293.2,No
114.42,12,1,0,4,59,183.7,No
91.06,6,2,2,3,82,100.0,Yes
110.48,12,4,1,5,52,188.9,No
57.74,12,0,1,1,65,284.1,No
72.0,24,1,0,2,22,176.8,No
136.43,12,2,1,2,2,376.6,Yes
62.95,24,0,1,1,103,367.4,No
137.38,12,2,0,1,24,167.5,No
145.62,12,3,2,3,101,99.0,No
22.54,24,4,1,1,92,488.5,No
84.25,24,5,1,4,31,125.4,No
100.87,24,1,0,3,74,487.4,No
21.63,12,0,4,2,20,203.8,No
65.52,6,2,0,4,8,281.5,No
23.65,24,1,1,1,82,335.5,No
100.14,12,1,0,3,101,407.9,No
80.21,24,1,0,5,9,308.4,No
54.18,6,2,4,1,86,274.2,No
121.09,12,3,2,4,56,323.7,No
90.58,6,2,3,2,92,62.7,No
63.22,1,2,1,4,40,482.4,Yes
141.59,6,3,0,5,23,183.0,Yes
146.86,6,0,2,5,90,73.9,No
43.71,12,2,1,3,79,429.3,No
147.19,12,2,1,4,79,243.1,No
96.39,24,1,1,4,29,317.5,No
133.8,1,1,2,5,66,412.9,No
57.89,24,3,3,4,61,381.1,No
26.06,6,2,1,4,59,304.6,No
21.64,6,2,2,1,74,321.0,Yes
76.02,12,2,0,5,15,247.8,No
20.59,12,2,2,4,34,443.5,No
77.91,1,0,1,2,17,290.4,Yes
116.72,6,1,0,3,97,463.7,Yes
106.88,6,1,1,4,102,458.9,No
115.15,12,0,2,1,84,34.3,No
97.3,24,1,0,4,98,322.5,No
144.02,12,0,1,3,53,174.0,No
51.21,6,0,2,1,119,5.7,No
137.5,6,2,0,4,35,85.5,Yes
147.62,12,1,4,2,106,63.3,No
20.46,6,0,0,3,8,275.7,Yes
76.05,6,3,1,1,91,13.3,No
107.89,6,2,2,3,92,457.8,No
99.89,6,1,2,5,53,25.2,No
148.6,6,1,1,3,56,75.8,No
105.85,12,0,1,3,20,360.9,Yes
100.27,24,0,1,2,65,89.4,No
140.42,1,0,0,1,60,398.7,No
137.27,6,3,0,3,33,380.6,No
128.44,6,0,0,5,68,129.9,No
72.96,6,5,0,4,46,14.2,Yes
110.67,1,1,2,4,100,263.1,No
144.28,1,1,0,4,90,434.6,No
51.19,12,2,1,2,101,222.5,Yes
83.44,24,2,0,1,80,171.9,Yes
118.48,12,3,0,2,78,125.5,No
97.71,24,0,1,4,7,246.8,No
121.89,24,0,2,5,15,232.1,No
54.32,6,1,0,4,31,468.5,No
37.01,12,4,1,2,103,15.1,No
81.26,24,1,0,2,56,125.4,No
106.43,6,3,1,4,108,120.8,Yes
97.68,6,5,1,5,3,457.8,No
99.39,24,0,0,5,99,55.7,No
32.05,1,1,0,5,114,195.8,Yes
83.87,6,0,0,4,45,104.7,No
46.32,24,1,0,3,20,54.8,Yes
112.39,1,1,1,3,100,73.8,No
92.59,1,3,1,1,48,358.0,No
98.1,6,3,0,4,100,59.4,No
97.42,1,2,1,4,7,305.1,No
59.81,12,4,0,5,118,213.6,No
30.84,12,1,3,1,14,417.2,No
73.7,24,4,0,5,31,69.1,No
58.71,24,2,2,1,70,497.7,No
94.06,1,0,0,3,38,412.7,Yes
49.01,12,1,1,4,47,23.5,No
49.08,24,2,0,4,55,442.7,No
62.27,12,0,0,5,52,120.9,No
42.53,1,1,0,2,105,342.8,No
72.26,12,2,0,4,18,155.1,Yes
127.12,1,2,2,1,65,277.8,Yes
130.76,24,1,1,2,72,277.0,Yes
34.07,24,1,1,4,77,368.7,No
62.99,12,1,2,1,3,94.7,Yes
99.72,12,2,0,1,78,363.1,No
49.5,1,5,2,3,41,265.0,No
139.53,12,0,4,4,97,179.2,No
111.86,24,1,0,4,78,59.1,Yes
48.64,6,1,3,2,11,379.6,No
33.87,12,0,1,1,93,47.3,No
29.59,6,1,2,4,94,441.5,No
44.44,24,2,2,2,77,251.9,No
71.42,1,2,1,1,27,330.4,Yes
117.6,12,0,0,2,111,217.6,Yes
38.33,12,3,0,3,62,156.2,No
24.74,12,1,3,1,75,201.2,Yes
135.92,12,2,0,4,25,334.7,No
63.6,24,1,0,3,85,374.2,Yes
62.95,6,1,1,2,93,328.8,Yes
88.26,6,2,0,3,43,338.1,No
74.58,1,0,2,1,1,317.4,No
58.38,1,3,1,1,29,260.7,Yes
113.03,6,0,0,4,68,194.7,Yes
122.98,1,1,0,3,5,279.9,No
127.42,24,0,0,1,43,371.2,No
120.1,6,3,3,5,43,36.7,Yes
109.76,24,2,0,2,68,182.9,No
45.09,12,0,0,1,77,376.3,Yes
115.11,24,4,1,1,94,464.8,No
55.71,24,0,3,4,7,6.9,No
113.84,6,0,2,5,30,336.8,No
32.72,12,2,5,5,56,209.9,No
74.99,24,3,2,1,44,173.5,No
71.09,12,0,1,5,53,282.6,No
24.77,12,1,2,4,66,234.4,Yes
134.92,1,1,1,4,62,10.1,No
107.94,12,2,0,2,73,243.4,Yes
121.17,12,3,2,2,97,151.6,No
106.54,12,2,1,2,20,428.3,No
64.59,6,2,0,3,23,90.6,No
85.88,24,2,1,1,80,427.1,Yes
36.74,6,2,1,4,71,463.5,No
41.01,12,2,0,5,106,402.6,Yes
62.13,1,2,2,3,51,313.5,Yes
103.68,24,0,0,5,20,496.3,Yes
97.95,6,1,1,2,42,123.3,No
120.78,6,1,4,4,68,29.7,Yes
89.18,24,1,0,5,23,258.2,No
107.84,6,5,2,5,82,428.3,Yes
25.7,1,1,1,1,97,376.3,No
141.33,6,0,0,2,50,213.4,Yes
130.0,12,1,3,3,83,156.0,No
141.76,1,3,1,3,27,252.2,Yes
42.57,12,0,0,4,85,483.7,No
38.98,12,2,0,5,68,220.7,No
90.23,12,1,1,2,22,393.6,No
129.03,12,0,1,4,44,460.2,Yes
115.99,6,0,0,5,10,330.5,No
53.62,1,2,0,2,119,265.6,No
